"","Symbol","ID","Gene Type","CM tissueType","CM cancerType","CM cellType","CM cellName","unique","p-val","unique-fcs","total-fcs","stat"
"ENSG00000134375.10","TIMM17A","10440","protein_coding","","","","","No",0.00601,0,-1.32,"7.07"
"ENSG00000114902.13","SPCS1","28972","protein_coding","","","","","No",4.38e-05,-0.55,-1.6,"7.06"
"ENSG00000151366.12","NDUFC2","4718","protein_coding","","","","","No",6.79e-11,-0.99,-2.44,"7.06"
"ENSG00000203647.2","AC106827.1",NA,"processed_pseudogene","","","","","Yes",1.16e-20,2.66,5.96,"7.05"
"ENSG00000274115.1","MIR6081","102466518","miRNA","","","","","Yes",3.11e-20,3.25,6.22,"7.03"
"ENSG00000274326.1","AL359314.1",NA,"misc_RNA","","","","","Yes",9.62e-33,4.98,7.53,"7.01"
"ENSG00000201315.1","RN7SKP227",NA,"misc_RNA","","","","","Yes",1.27e-25,2.94,7.05,"6.94"
"ENSG00000008018.8","PSMB1","5689","protein_coding","","","","","No",3.15e-05,-0.54,-1.79,"6.94"
"ENSG00000119705.9","SLIRP","81892","protein_coding","","","","","No",1.77e-06,-0.4,-1.6,"6.92"
"ENSG00000264572.1","MIR4296","100423041","miRNA","","","","","Yes",1.88e-22,3.26,6.15,"6.86"
"ENSG00000279319.1","AC105074.1",NA,"TEC","","","","","Yes",1.31e-26,2.36,5.02,"6.85"
"ENSG00000161057.10","PSMC2","5701","protein_coding","","","","","No",0.000509,-0.42,-1.41,"6.84"
"ENSG00000196683.10","TOMM7","54543","protein_coding","","","","","No",3.44e-05,-0.62,-2.21,"6.79"
"ENSG00000251972.1","RNU6-123P",NA,"snRNA","","","","","Yes",1.18e-21,2.64,6.16,"6.76"
"ENSG00000124562.9","SNRPC","6631","protein_coding","","","","","No",7.37e-09,-1,-2.57,"6.74"
"ENSG00000225921.6","NOL7","51406","protein_coding","","","","","No",0.00113,-0.42,-1.33,"6.74"
"ENSG00000265859.1","MIR5704","100847040","miRNA","","","","","Yes",1.32e-64,6.84,9.19,"6.72"
"ENSG00000280321.1","AC129502.1",NA,"TEC","","","","","Yes",1.99e-17,2.61,5.51,"6.72"
"ENSG00000272588.1","AC139887.4",NA,"antisense","","","","","Yes",2.52e-24,2.05,3.59,"6.71"
"ENSG00000272574.1","AL596325.2",NA,"sense_intronic","","","","","Yes",3.25e-22,2.72,4.22,"6.66"
"ENSG00000161981.10","SNRNP25","79622","protein_coding","","","","","No",0.0024,-0.4,-2.54,"6.65"
"ENSG00000239119.1","RNU7-119P",NA,"snRNA","","","","","Yes",2.48e-35,5.21,8.44,"6.63"
"ENSG00000270387.1","AC115621.1",NA,"processed_pseudogene","","","","","Yes",4.7e-29,3.27,6.53,"6.63"
"ENSG00000086065.13","CHMP5","51510","protein_coding","","","","","No",0.00228,-0.43,-1.65,"6.58"
"ENSG00000281016.1","AC092574.2",NA,"antisense","","","","","Yes",2.36e-17,1.7,4.95,"6.53"
"ENSG00000135624.15","CCT7","10574","protein_coding","","","","","No",3.99e-06,-0.59,-1.97,"6.53"
"ENSG00000111775.2","COX6A1","1337","protein_coding","","","","","No",1.88e-06,-0.73,-2.63,"6.52"
"ENSG00000140259.6","MFAP1","4236","protein_coding","","","","","No",6.95e-07,-0.42,-1.35,"6.52"
"ENSG00000279250.1","AC022919.1",NA,"TEC","","","","","Yes",3.73e-19,2.54,5.4,"6.47"
"ENSG00000162222.13","TTC9C","283237","protein_coding","","","","","No",6.52e-05,-0.38,-0.98,"6.43"
"ENSG00000224593.1","AC092427.1",NA,"transcribed_processed_pseudogene","","","","","Yes",2.52e-19,2.87,6.01,"6.4"
"ENSG00000237139.1","RPS26P41",NA,"processed_pseudogene","","","","","Yes",4.37e-19,3.57,5.8,"6.38"
"ENSG00000252763.1","RNU2-31P",NA,"snRNA","","","","","Yes",3.8e-20,4.15,7.37,"6.35"
"ENSG00000270742.1","AC096947.1",NA,"sense_intronic","","","","","Yes",3.27e-35,3.33,6.15,"6.34"
"ENSG00000013275.7","PSMC4","5704","protein_coding","","","","","No",0.000155,-0.48,-1.8,"6.27"
"ENSG00000124702.17","KLHDC3","116138","protein_coding","","","","","No",0.000292,-0.48,-2.24,"6.24"
"ENSG00000276545.1","PCDHGB9P",NA,"unprocessed_pseudogene","","","","","Yes",6.07e-23,2.76,4.82,"6.23"
"ENSG00000279083.1","AL160274.1",NA,"TEC","","","","","Yes",2.51e-37,4.54,7.08,"6.2"
"ENSG00000226970.2","AL450063.1",NA,"processed_pseudogene","","","","","No",0.000887,-0.3,-3.48,"6.19"
"ENSG00000227597.1","WASF1P1",NA,"processed_pseudogene","","","","","Yes",4.74e-19,4.19,6.77,"6.17"
"ENSG00000269950.1","AP000962.1",NA,"lincRNA","","","","","Yes",2.03e-24,3.19,6.63,"6.17"
"ENSG00000135940.6","COX5B","1329","protein_coding","","","","","No",0.00385,-0.32,-2.78,"6.16"
"ENSG00000134153.9","EMC7","56851","protein_coding","","","","","No",0.0018,-0.25,-1.97,"6.15"
"ENSG00000269189.1","AL445223.1",NA,"sense_intronic","","","","","Yes",2.46e-49,3.71,6.87,"6.14"
"ENSG00000171497.4","PPID","5481","protein_coding","","","","","No",0.00248,-0.23,-1.09,"6.12"
"ENSG00000230989.6","HSBP1","3281","protein_coding","","","","","No",0.00181,-0.21,-1.68,"6.11"
"ENSG00000279891.1","FLJ42393","401105","TEC","","","","","Yes",2.81e-38,2.72,5.71,"6.1"
"ENSG00000278576.1","AL162171.3",NA,"sense_intronic","","","","","Yes",5.04e-15,1.2,3.27,"6.06"
"ENSG00000141030.12","COPS3","8533","protein_coding","","","","","No",1.54e-08,-0.55,-1.5,"6.05"
"ENSG00000239926.1","PRDX3P4",NA,"processed_pseudogene","","","","","Yes",2.77e-27,3.34,6.29,"6.02"
"ENSG00000196655.10","TRAPPC4","51399","protein_coding","","","","","No",5.23e-08,-0.51,-1.64,"5.99"
"ENSG00000276162.1","MIR5739","102466081","miRNA","","","","","Yes",1.98e-26,3.49,6.93,"5.98"
"ENSG00000264167.1","AC122129.2",NA,"sense_intronic","","","","","Yes",1.52e-14,2.23,4.94,"5.97"
"ENSG00000283200.1","MIR1206","100302170","miRNA","","","","","Yes",3.36e-12,2.43,5.42,"5.95"
"ENSG00000278983.1","AC048380.2",NA,"TEC","","","","","Yes",9.12e-22,2,3.86,"5.89"
"ENSG00000265957.1","MIR4319","100422829","miRNA","","","","","Yes",5.97e-20,2.93,6.02,"5.89"
"ENSG00000185627.17","PSMD13","5719","protein_coding","","","","","No",5.49e-12,-0.51,-1.92,"5.89"
"ENSG00000277791.4","PSMB3","5691","protein_coding","","","","","No",8.93e-06,-0.76,-2.64,"5.86"
"ENSG00000165629.19","ATP5F1C","509","protein_coding","","","","","No",0.000134,-0.39,-1.87,"5.84"
"ENSG00000233025.1","CRYZP1",NA,"processed_pseudogene","","","","","Yes",8.01e-23,1.18,3.5,"5.83"
"ENSG00000224121.1","ATG12P2",NA,"processed_pseudogene","","","","","Yes",1.36e-24,3.54,6.86,"5.82"
"ENSG00000196072.11","BLOC1S2","282991","protein_coding","","","","","No",0.000623,-0.34,-1.7,"5.79"
"ENSG00000081721.11","DUSP12","11266","protein_coding","","","","","No",0.00425,-0.24,-1.17,"5.78"
"ENSG00000252028.1","RN7SKP52",NA,"misc_RNA","","","","","Yes",6.41e-35,6.38,7.89,"5.77"
"ENSG00000280092.1","AC002044.3",NA,"TEC","","","","","Yes",6.77e-26,3,6.05,"5.66"
"ENSG00000270071.1","AP001172.1",NA,"lincRNA","","","","","Yes",5.48e-26,3.41,6.17,"5.61"
"ENSG00000138629.15","UBL7","84993","protein_coding","","","","","No",4.72e-05,-0.46,-2.43,"5.61"
"ENSG00000226410.1","AC104058.1",NA,"processed_pseudogene","","","","","Yes",2.42e-23,2.58,5.55,"5.56"
"ENSG00000267743.5","LOC105372143","105372143","antisense","","","","","Yes",1.32e-24,3.94,6.21,"5.56"
"ENSG00000111639.7","MRPL51","51258","protein_coding","","","","","No",0.00942,-0.34,-1.81,"5.55"
"ENSG00000235088.1","AL031667.2",NA,"processed_pseudogene","","","","","Yes",2.43e-16,2.54,5.43,"5.53"
"ENSG00000041357.15","PSMA4","5685","protein_coding","","","","","No",3.1e-05,-0.41,-1.52,"5.53"
"ENSG00000225192.1","ZNF33BP1",NA,"processed_pseudogene","","","","","Yes",2.91e-24,3.36,5.8,"5.5"
"ENSG00000173545.4","ZNF622","90441","protein_coding","","","","","No",8.87e-07,-0.73,-1.99,"5.47"
"ENSG00000231480.1","SNRPGP13",NA,"processed_pseudogene","","","","","Yes",1.05e-11,5.48,7.46,"5.45"
"ENSG00000265337.1","AC079336.3",NA,"sense_intronic","","","","","Yes",1.01e-29,2.95,5.77,"5.44"
"ENSG00000280384.1","FP325332.1",NA,"sense_intronic","","","","","Yes",8.42e-16,1.76,3.98,"5.42"
"ENSG00000251987.1","RF00154",NA,"snoRNA","","","","","Yes",3.39e-17,4.95,8.09,"5.4"
"ENSG00000279836.1","AP002967.1",NA,"TEC","","","","","Yes",1.29e-17,2.88,6.34,"5.35"
"ENSG00000201564.1","RN7SKP50",NA,"misc_RNA","","","","","Yes",6.37e-13,2.4,5.56,"5.34"
"ENSG00000079459.12","FDFT1","2222","protein_coding","","","","","No",0.00558,-0.3,-1.4,"5.34"
"ENSG00000235548.1","AC073551.1",NA,"processed_pseudogene","","","","","Yes",5.04e-15,3.66,6.75,"5.33"
"ENSG00000232482.2","AL357134.1",NA,"processed_pseudogene","","","","","Yes",1.37e-13,3.28,5.18,"5.32"
"ENSG00000204113.6","BMP2KL",NA,"processed_pseudogene","","","","","Yes",4.34e-20,2.47,5.74,"5.29"
"ENSG00000206847.1","RF00019",NA,"misc_RNA","","","","","Yes",2.59e-21,3.69,6.92,"5.26"
"ENSG00000137806.8","NDUFAF1","51103","protein_coding","","","","","No",3.83e-06,-0.55,-1.79,"5.26"
"ENSG00000252766.1","RNU6-255P",NA,"snRNA","","","","","Yes",1.33e-17,3.26,6.46,"5.25"
"ENSG00000225003.1","OR51A5P",NA,"unprocessed_pseudogene","","","","","Yes",5.08e-16,5.7,8.47,"5.25"
"ENSG00000248449.2","PCDHGB8P","56120","transcribed_unitary_pseudogene","","","","","Yes",3.7e-26,2.52,4.48,"5.22"
"ENSG00000271639.1","AC019072.1",NA,"processed_pseudogene","","","","","Yes",1.74e-12,2.22,5.32,"5.19"
"ENSG00000279971.1","AC020910.6",NA,"TEC","","","","","Yes",1.02e-20,1.97,4.76,"5.19"
"ENSG00000272483.1","AC022001.3",NA,"antisense","","","","","Yes",2.98e-15,1.82,4.23,"5.17"
"ENSG00000271916.1","AC012467.1",NA,"antisense","","","","","Yes",3.05e-11,3.35,5.31,"5.14"
"ENSG00000270661.1","Z99289.2",NA,"lincRNA","","","","","Yes",4.53e-19,3.12,5.08,"5.14"
"ENSG00000140307.10","GTF2A2","2958","protein_coding","","","","","No",5.01e-06,-0.58,-1.55,"5.12"
"ENSG00000278456.1","AC015712.7",NA,"antisense","","","","","Yes",7.17e-27,4.8,7.12,"5.11"
"ENSG00000100138.13","SNU13","4809","protein_coding","","","","","No",3.52e-05,-0.56,-2.02,"5.07"
"ENSG00000220867.1","HSPE1P26",NA,"processed_pseudogene","","","","","Yes",5.79e-16,2.76,5.69,"5.06"
"ENSG00000280190.1","AC027279.4",NA,"TEC","","","","","Yes",1.19e-15,1.81,5.7,"5.05"
"ENSG00000274303.1","RF00100",NA,"misc_RNA","","","","","Yes",1.12e-30,3.34,6.87,"5.04"
"ENSG00000159352.15","PSMD4","5710","protein_coding","","","","","No",7.86e-06,-0.58,-2.08,"5.03"
"ENSG00000266998.1","AC111182.1",NA,"antisense","","","","","Yes",1.74e-22,2.04,4.49,"5.02"
"ENSG00000204209.10","DAXX","1616","protein_coding","","","","","No",0.000496,-0.53,-1.79,"4.99"
"ENSG00000101146.12","RAE1","8480","protein_coding","","","","","No",0.000945,-0.29,-1.24,"4.99"
"ENSG00000164405.10","UQCRQ","27089","protein_coding","","","","","No",0.0029,-0.38,-2.47,"4.98"
"ENSG00000275850.1","AC005912.2",NA,"sense_intronic","","","","","Yes",7.55e-43,3.94,5.98,"4.97"
"ENSG00000256557.1","AC009509.3",NA,"processed_pseudogene","","","","","Yes",3.11e-17,2.92,6.05,"4.96"
"ENSG00000270098.1","LDHAL6EP",NA,"processed_pseudogene","","","","","Yes",6.02e-16,3.6,6.01,"4.92"
"ENSG00000239007.1","RNU7-95P",NA,"snRNA","","","","","Yes",1.61e-18,5,7.72,"4.92"
"ENSG00000143256.4","PFDN2","5202","protein_coding","","","","","No",1.34e-05,-0.57,-2.68,"4.92"
"ENSG00000134809.8","TIMM10","26519","protein_coding","","","","","No",1.37e-05,-0.98,-2.82,"4.91"
"ENSG00000270282.1","AL096855.1",NA,"processed_pseudogene","","","","","Yes",2.78e-17,1.83,4.49,"4.9"
"ENSG00000274403.1","AC090510.2",NA,"antisense","","","","","Yes",1.03e-09,1.14,2.59,"4.89"
"ENSG00000112695.11","COX7A2","1347","protein_coding","","","","","No",1.61e-14,-1.2,-2.44,"4.89"
"ENSG00000207082.1","RNU6-171P",NA,"snRNA","","","","","Yes",5.15e-19,3.21,6.99,"4.84"
"ENSG00000199881.1","RF00019",NA,"misc_RNA","","","","","Yes",3.22e-11,2.88,6.08,"4.83"
"ENSG00000184508.10","HDDC3","374659","protein_coding","","","","","No",0.00567,-0.31,-1.76,"4.82"
"ENSG00000279418.1","LINC00244","64433","lincRNA","","","","","Yes",7.63e-12,3.2,4.65,"4.81"
"ENSG00000119013.8","NDUFB3","4709","protein_coding","","","","","No",8.69e-10,-0.92,-2.31,"4.81"
"ENSG00000224412.1","AC022022.1",NA,"processed_pseudogene","","","","","Yes",3.37e-17,2.02,5.56,"4.8"
"ENSG00000269811.2","SCGB2B3P",NA,"processed_pseudogene","","","","","Yes",7.89e-17,2.48,5.04,"4.8"
"ENSG00000182180.13","MRPS16","51021","protein_coding","","","","","No",0.0055,-0.24,-1.23,"4.78"
"ENSG00000267476.1","AC104365.1",NA,"antisense","","","","","Yes",5.6e-19,2.81,4.53,"4.74"
"ENSG00000252686.1","RNU6-1234P",NA,"snRNA","","","","","Yes",3.07e-27,4.69,7.24,"4.73"
"ENSG00000276626.1","RF00100",NA,"misc_RNA","","","","","Yes",1.42e-11,2.71,5.5,"4.72"
"ENSG00000266946.1","MRPL37P1",NA,"processed_pseudogene","","","","","Yes",2.8e-22,3.13,5.83,"4.69"
"ENSG00000207044.1","RNU6-1226P",NA,"snRNA","","","","","Yes",4.18e-13,3.83,6.75,"4.66"
"ENSG00000270285.1","AC124916.2",NA,"processed_pseudogene","","","","","Yes",7.58e-18,2.6,5.43,"4.65"
"ENSG00000088356.5","PDRG1","81572","protein_coding","","","","","No",0.00323,-0.22,-2.24,"4.63"
"ENSG00000128951.13","DUT","1854","protein_coding","","","","","No",1.65e-12,-0.7,-1.72,"4.63"
"ENSG00000252627.1","RNU6-122P",NA,"snRNA","","","","","Yes",1.08e-14,1.55,4.95,"4.62"
"ENSG00000235784.2","HNRNPA1P29",NA,"processed_pseudogene","","","","","Yes",3.71e-15,3.14,6.52,"4.53"
"ENSG00000276662.1","AL713922.2",NA,"unprocessed_pseudogene","","","","","Yes",1.18e-08,1.26,4.23,"4.52"
"ENSG00000156411.9","ATP5MPL","9556","protein_coding","","","","","No",3.33e-10,-0.79,-2.08,"4.52"
"ENSG00000231070.1","OR52Y1P",NA,"unprocessed_pseudogene","","","","","Yes",9.22e-31,8.64,10.09,"4.5"
"ENSG00000201431.1","RNU6-1277P",NA,"snRNA","","","","","Yes",1.72e-12,4.84,7.39,"4.47"
"ENSG00000273792.1","AC022898.2",NA,"sense_intronic","","","","","Yes",2.28e-40,4.06,5.93,"4.45"
"ENSG00000202241.1","RN7SKP186",NA,"misc_RNA","","","","","Yes",1.33e-17,2.78,6.62,"4.45"
"ENSG00000128463.12","EMC4","51234","protein_coding","","","","","No",5.11e-09,-0.62,-1.64,"4.45"
"ENSG00000232277.1","AC104651.2",NA,"processed_pseudogene","","","","","Yes",1.25e-11,3.05,6.06,"4.43"
"ENSG00000276810.1","AC244093.2",NA,"processed_pseudogene","","","","","Yes",3.8e-17,2.26,4.8,"4.42"
"ENSG00000184752.12","NDUFA12","55967","protein_coding","","","","","No",7.53e-09,-1.04,-2.27,"4.42"
"ENSG00000231910.1","GAMTP2",NA,"processed_pseudogene","","","","","Yes",7.78e-12,4.83,6.69,"4.41"
"ENSG00000278999.1","AC008985.1",NA,"TEC","","","","","Yes",3.69e-32,2.3,5.04,"4.41"
"ENSG00000264458.1","AC025211.1",NA,"antisense","","","","","Yes",3.21e-11,2.23,4.54,"4.39"
"ENSG00000279481.1","AC104791.2",NA,"TEC","","","","","Yes",1.9e-26,2.59,5.14,"4.39"
"ENSG00000196419.12","XRCC6","2547","protein_coding","","","","","No",2.71e-07,-0.74,-1.71,"4.37"
"ENSG00000279801.1","AC111170.3",NA,"TEC","","","","","Yes",3.39e-31,1.97,4.18,"4.36"
"ENSG00000257390.5","AC023055.1",NA,"protein_coding","","","","","No",4.04e-08,-0.45,-1.41,"4.35"
"ENSG00000270421.1","AC022022.2",NA,"processed_pseudogene","","","","","Yes",1.61e-19,2.4,6.13,"4.34"
"ENSG00000143977.13","SNRPG","6637","protein_coding","","","","","No",0.00877,-0.29,-1.81,"4.3"
"ENSG00000267610.2","AC007787.1",NA,"antisense","","","","","Yes",1.24e-26,3.11,5.49,"4.26"
"ENSG00000154723.12","ATP5PF","522","protein_coding","","","","","No",0.000428,-0.62,-2.23,"4.26"
"ENSG00000250350.1","AC104819.2",NA,"unprocessed_pseudogene","","","","","Yes",2.24e-15,3.54,6.26,"4.22"
"ENSG00000237025.1","AL121601.2",NA,"processed_pseudogene","","","","","Yes",4.84e-33,1.4,4.54,"4.19"
"ENSG00000265135.1","MIR5687","100847019","miRNA","","","","","Yes",8.56e-41,5.03,7.75,"4.19"
"ENSG00000241942.2","RPS20P20",NA,"processed_pseudogene","","","","","Yes",4.28e-08,2.48,5.21,"4.17"
"ENSG00000215720.4","AL035405.1",NA,"processed_pseudogene","","","","","Yes",2.47e-14,2.57,5.52,"4.17"
"ENSG00000283300.1","RF00026",NA,"snRNA","","","","","Yes",1.53e-17,3.56,6.39,"4.16"
"ENSG00000250068.1","AL445187.1",NA,"unprocessed_pseudogene","","","","","Yes",2.37e-05,1.42,4.01,"4.16"
"ENSG00000132963.7","POMP","51371","protein_coding","","","","","No",0.000109,-0.61,-2.11,"4.16"
"ENSG00000279559.1","AC104820.1",NA,"TEC","","","","","Yes",2.99e-13,6.99,10.13,"4.14"
"ENSG00000280042.1","AC022336.3",NA,"TEC","","","","","Yes",1.69e-32,2.51,5.32,"4.12"
"ENSG00000272950.1","AC093799.1",NA,"antisense","","","","","Yes",1.47e-14,2.47,3.71,"4.1"
"ENSG00000228368.1","AC106873.1",NA,"antisense","","","","","Yes",6.15e-20,3.13,6.1,"4.09"
"ENSG00000267611.1","AC008521.1",NA,"processed_pseudogene","","","","","Yes",9.11e-20,4.66,7.11,"4.09"
"ENSG00000276266.1","FP325318.1",NA,"lincRNA","","","","","Yes",1.63e-11,1.96,4.62,"4.08"
"ENSG00000248458.2","AL139147.1",NA,"antisense","","","","","Yes",1.49e-17,2.87,4.65,"4.06"
"ENSG00000271366.1","AC002128.2",NA,"antisense","","","","","Yes",7.46e-16,2.43,4.33,"4.06"
"ENSG00000253770.1","HMGB1P23",NA,"processed_pseudogene","","","","","Yes",1.11e-10,2.25,5.31,"4.06"
"ENSG00000249112.1","AC112196.1",NA,"antisense","","","","","Yes",2.67e-21,2.79,6.09,"4.05"
"ENSG00000249852.1","AC145676.1",NA,"TEC","","","","","No",3.65e-25,2.55,4.41,"4.03"
"ENSG00000238109.1","AC004893.1",NA,"processed_pseudogene","","","","","No",5.04e-15,1.54,4,"4.03"
"ENSG00000228411.1","CDY4P",NA,"processed_pseudogene","","","","","No",6.37e-18,2.35,5.96,"4.02"
"ENSG00000259931.2","AC105036.1",NA,"processed_pseudogene","","","","","No",2.07e-11,2.07,4.77,"4.02"
"ENSG00000172586.7","CHCHD1","118487","protein_coding","","","","","No",4e-08,-0.73,-2.16,"4.01"
"ENSG00000271075.1","AL139317.4",NA,"processed_pseudogene","","","","","No",7.13e-23,2.57,4.21,"3.99"
"ENSG00000116288.12","PARK7","11315","protein_coding","","","","","No",0.000694,-0.56,-2.48,"3.98"
"ENSG00000279006.1","AL022323.2",NA,"antisense","","","","","No",1.01e-27,2.32,4.25,"3.95"
"ENSG00000150316.11","CWC15","51503","protein_coding","","","","","No",3.16e-05,-0.61,-1.51,"3.95"
"ENSG00000270632.1","AL356575.1",NA,"processed_pseudogene","","","","","No",2.72e-08,1.89,5.41,"3.87"
"ENSG00000258764.1","AL049874.4",NA,"transcribed_processed_pseudogene","","","","","No",6.59e-11,4.08,6.94,"3.83"
"ENSG00000273381.1","AL158071.4",NA,"lincRNA","","","","","No",3.59e-13,1.49,3.34,"3.81"
"ENSG00000183624.13","HMCES","56941","protein_coding","","","","","No",0.00137,-0.48,-2.05,"3.8"
"ENSG00000279894.1","Z73965.1",NA,"TEC","","","","","No",1.53e-10,1.44,3.17,"3.78"
"ENSG00000252451.1","RNA5SP168",NA,"rRNA_pseudogene","","","","","No",6.8e-08,2.97,5.79,"3.76"
"ENSG00000270591.1","AL049840.6",NA,"transcribed_processed_pseudogene","","","","","No",1.59e-13,1.68,3.64,"3.76"
"ENSG00000197674.5","OR51C1P",NA,"protein_coding","","","","","No",9.02e-45,7.76,9.24,"3.75"
"ENSG00000201942.1","RNA5SP363",NA,"rRNA_pseudogene","","","","","No",1.37e-13,3.32,6.24,"3.75"
"ENSG00000229427.1","ANKRD26P4",NA,"processed_pseudogene","","","","","No",1.86e-08,1.81,4.6,"3.73"
"ENSG00000252685.1","RNU6-928P",NA,"snRNA","","","","","No",2.07e-12,3.5,6.17,"3.73"
"ENSG00000167283.7","ATP5MG","10632","protein_coding","","","","","No",2.75e-10,-0.58,-1.99,"3.73"
"ENSG00000197608.11","ZNF841","284371","protein_coding","","","","","No",2.76e-10,1,2.1,"3.71"
"ENSG00000258212.1","ZNF75BP",NA,"processed_pseudogene","","","","","No",3.03e-08,1.94,5.62,"3.71"
"ENSG00000256399.1","AC079866.1",NA,"processed_pseudogene","","","","","No",1.1e-12,2.34,5.49,"3.7"
"ENSG00000250315.2","AC110760.3",NA,"transcribed_processed_pseudogene","","","","","No",8.33e-09,2.69,5.43,"3.68"
"ENSG00000243986.2","ENO1P3",NA,"processed_pseudogene","","","","","No",1.75e-20,3.09,6.24,"3.68"
"ENSG00000215223.3","CYP51A1P3",NA,"processed_pseudogene","","","","","No",1.99e-15,2.48,5.1,"3.65"
"ENSG00000267682.1","AC016590.2",NA,"sense_intronic","","","","","No",5.6e-26,2.4,5.15,"3.65"
"ENSG00000236474.1","GCNT1P1",NA,"processed_pseudogene","","","","","No",2.22e-08,1.71,4.05,"3.65"
"ENSG00000252130.1","RNU6-1045P",NA,"snRNA","","","","","No",2.22e-19,3.84,6.58,"3.64"
"ENSG00000222007.6","AC064874.1",NA,"antisense","","","","","No",2.36e-17,1.62,5.45,"3.64"
"ENSG00000105058.11","FAM32A","26017","protein_coding","","","","","No",0.00239,-0.16,-1.69,"3.64"
"ENSG00000279786.1","AC105235.1",NA,"TEC","","","","","No",8.34e-15,1.97,4.44,"3.59"
"ENSG00000267690.1","LDLRAD4-AS1","100288122","antisense","","","","","No",1.49e-39,2.7,4.91,"3.58"
"ENSG00000226801.2","OSTCP8",NA,"processed_pseudogene","","","","","No",3.96e-10,1.86,4.81,"3.58"
"ENSG00000254274.1","TDGF1P5",NA,"processed_pseudogene","","","","","No",1.84e-14,1.94,4.59,"3.58"
"ENSG00000131495.8","NDUFA2","4695","protein_coding","","","","","No",1.2e-05,-0.58,-3,"3.58"
"ENSG00000236252.2","LOC101928381","101928381","transcribed_processed_pseudogene","","","","","No",5.71e-12,1.93,4.59,"3.56"
"ENSG00000228729.1","AL627308.1",NA,"processed_pseudogene","","","","","No",2.68e-13,1.25,5.31,"3.56"
"ENSG00000204435.13","CSNK2B","1460","protein_coding","","","","","No",0.00781,0,-1.84,"3.55"
